"Dengue viral component","Human Gene symbol","Human gene Entrez Id","Pubmed Id","Serotype","System","Experiment","Title"
"NS1","RPS2",6187,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS23",6228,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS24",6229,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS25",6230,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS3A",6189,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS4X",6191,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS5",6193,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS6",6194,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","RPS8",6202,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","SIK3",23387,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TTC21B",79809,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TUBA1A",7846,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TUBA4A",7277,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TUBB",203068,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TUBB2A",7280,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TUBB4B",10383,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TUBB6",84617,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","VIM",7431,26092250,"DENV2","Huh7","Co-immunoprecipitation followed by Mass spectrometry","Dengue virus NS1 protein interacts with the ribosomal protein RPL18: This interaction is required for viraltranslation and replication in Huh-7 cells."
"NS1","TLR2",7097,26226614,"DENV2","Human PBMC","Western blot, FACS, Immunofluorescence microscopy","Activation of TLR2 and TLR6 by Dengue NS1 Protein and Its Implications in the Immunopathogenesis of Dengue Virus Infection."
"NS1","TLR6",10333,26226614,"DENV2","Human PBMC","Western blot, FACS, Immunofluorescence microscopy","Activation of TLR2 and TLR6 by Dengue NS1 Protein and Its Implications in the Immunopathogenesis of Dengue Virus Infection."
"NS1","TLR4",7099,26355031,,"PBMCs","Inhibition assay","Dengue virus NS1 protein activates cells via Toll-like receptor 4 and disrupts endothelial cell monolayer integrity."
"NS2A","AFTPH",54812,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","AP1M1",8907,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","CLK1",1195,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","COIL",8161,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","CSNK2A1",1457,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","DHX15",1665,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","KIF17",57576,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","NUMBL",9253,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","TAZ",6901,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","UBE2I",7329,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS2A","AKAP1",8165,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","AKR7A3",22977,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","AMER1",139285,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","APOA1",335,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","APOB",338,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","BMS1",9790,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","C4A",720,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","CCDC66",285331,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","CCDC88C",440193,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","CNOT1",23019,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","COPS2",9318,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","CTNNB1",1499,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","DCTN1",1639,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","DDX5",1655,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","DSCR3",10311,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","DST",667,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","FGA",2243,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","GC",2638,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","KIF1B",23095,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","MYH14",79784,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","PSMD1",5707,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","SCLT1",132320,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","SEC31A",22872,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","SPG7",6687,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","SRSF11",9295,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","SYBU",55638,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","SYNE2",23224,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","TNFRSF10B",8795,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2A","DDX58",23586,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS2A","IFIH1",64135,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS2A","IKBKE",9641,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS2A","MAVS",57506,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS2A","TBK1",29110,25968648,"DENV1, DENV2, DENV4","293T","Luciferase reporter assays, Western blot","Dengue Virus NS Proteins Inhibit RIG-I/MAVS Signaling by Blocking TBK1/IRF3 Phosphorylation: Dengue Virus Serotype 1 NS4A Is a Unique Interferon-Regulating Virulence Determinant"
"NS2B","AGGF1",55109,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","AMER1",139285,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","COL12A1",1303,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","DDX5",1655,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","DST",667,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","ECI2",10455,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","FN1",2335,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","FYB",2533,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","KNG1",3827,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","KPNA3",3839,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","NID1",4811,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","NUP50",10762,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","PAIP1",10605,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","PIAS1",8554,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","SERPIND1",3053,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","TAB2",23118,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","UBE2I",7329,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","UBXN2A",165324,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","WWC1",23286,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","ZNF688",146542,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS2B","IRF3",3661,22761576,"DENV2","293T/17, A549","Immunofluorescence microscopy, Western blot","Dengue virus targets the adaptor protein MITA to subvert host innate immunity."
"NS2B","TMEM173",340061,22761576,"DENV2","293T/17, A549","RT-qPCR, Co-immunoprecipitation","Dengue virus targets the adaptor protein MITA to subvert host innate immunity."
"NS2B","TMEM173",340061,23055924,"DENV2","Vero, 293T, MEF, Monocyte-derived dendritic cells (MDDCs), Monocyte derived macrophages (MDMs)","siRNA","DENV inhibits type I IFN production in infected cells by cleaving human STING."
"NS2B","IKBKE",9641,24173023,"DENV2",293,"Co-immunoprecipitation, Co-localization by Immunofluorescence staining, Computational analysis","Dengue virus subverts the interferon induction pathway via NS2B/3 protease-I?B kinase epsilon interaction."
"NS3","SSB",6741,15084396,"DENV4","U937","UV-induced cross-linking assay","La protein binds to NS5 and NS3 and to the 5' and 3' ends of Dengue 4 virus RNA."
"NS3","NRBP1",29959,15084397,"DENV2","BHK-21","Y2H assay, Co-immunoprecipitation analysis, Co-localization analysis","The non-structural 3 (NS3) protein of dengue virus type 2 interacts with human nuclear receptor binding protein and is associated with alterations in membrane structure."
"NS3","TIA1",7072,17502609,"DENV2","BHK-21","Co-immunoprecipitation, Western blot, Co-localization by Confocal Microscopy","Interaction of TIA-1/TIAR with West Nile and dengue virus products in infected cells interferes with stress granule formation and processing body assembly"
"NS3","TIAL1",7073,17502609,"DENV2","BHK-21","Co-immunoprecipitation, Western blot, Co-localization by Confocal Microscopy","Interaction of TIA-1/TIAR with West Nile and dengue virus products in infected cells interferes with stress granule formation and processing body assembly"
"NS3","PTB",5725,19692542,"DENV2","Vero, Huh7","Immunofluorescence microscopy, siRNA","Polypyrimidine tract-binding protein is relocated to the cytoplasm and is required during dengue virus infection in Vero cells."
"NS3","FASN",2194,20855599,"DENV2","Huh-7.5, 293T","siRNA, Immunofluorescence Analysis, Y2H assay, ","Dengue virus nonstructural protein 3 redistributes fatty acid synthase to sites of viral replication and increases cellular fatty acid synthesis."
"NS3","CHML",1122,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS3","CSNK2A1",1457,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS3","EXOSC9",5393,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS3","MBL2",4153,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS3","PIAS2",9063,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS3","UBE2I",7329,21358811,"DENV2","insilico","Computational analysis","Mapping protein interactions between Dengue virus and its human and insect hosts."
"NS3","AKAP8L",26993,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","ANKRD50",57182,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","DCTN2",10540,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","DDX5",1655,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","EIF4G2",1982,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","EMILIN1",11117,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","FGB",2244,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","GOLGB1",2804,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","KIF1B",23095,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","KTN1",3895,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","LOC642846",642846,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","MYCBP2",23077,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","PCM1",5108,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","PDCD6IP",10015,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","PRDX6",9588,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","PTBP1",5725,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","RAI14",26064,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","SERPIND1",3053,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","SRFBP1",153443,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","TCF7L2",6934,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","TRIP11",9321,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","UACA",55075,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","ZBTB8OS",339487,21911577,"DENV2","Yeast","Y2H assay","A physical interaction network of dengue virus and human proteins."
"NS3","ACTA2",59,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","ACTB",60,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","ACTG1",71,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","ACTG2",72,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","APBB1IP",54518,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","AXIN1",8312,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","AZI2",64343,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","BCL2L14",79370,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","CAMK2B",816,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","CEP250",11190,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","CEP63",80254,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","ENO1",2023,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","ENOX2",10495,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","FAM184A",79632,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","GGA1",26088,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","ILF3",3609,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","LMNA",4000,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","NECAB2",54550,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","NFKBIA",4792,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","NME3",4832,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","NRBP1",29959,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","PABPC1",26986,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","PHLDB3",653583,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","PLS3",5358,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","PRKRA",8575,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","PRMT5",10419,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","SCMH1",22955,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","SSB",6741,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","TNIP1",10318,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","TRAF4",9618,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","TRAFD1",10906,22014111,"DENV1","Yeast, 293","Y2H assay, Co-immunoprecipitation","Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen."
"NS3","IRF3",3661,22761576,"DENV2","293T/17, A549","Immunofluorescence microscopy, Western blot","Dengue virus targets the adaptor protein MITA to subvert host innate immunity."
"NS3","TMEM173",340061,22761576,"DENV2","293T/17, A549","RT-qPCR, Co-immunoprecipitation","Dengue virus targets the adaptor protein MITA to subvert host innate immunity."
"NS3","TMEM173",340061,23055924,"DENV2","Vero, 293T, MEF, Monocyte-derived dendritic cells (MDDCs), Monocyte derived macrophages (MDMs)","siRNA","DENV inhibits type I IFN production in infected cells by cleaving human STING."
"NS3","ANP32B",10541,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","CALCOCO2",10241,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","CORO1A",11151,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","DNTTIP2",30836,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","GOLGB1",2804,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","HBB",3043,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","HSP90AB1",3326,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","LRRFIP1",9208,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","MTF1",4520,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","NFKBIA",4792,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","NRBP1",29959,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","OS9",10956,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","RILPL2",196383,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","RPL24",6152,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","ZNF410",57862,23326450,"DENV1, DENV2, DENV3, DENV4","Yeast","Y2H assay","Identification of new protein interactions between dengue fever virus and its hosts, human and mosquito."
"NS3","RSAD2",91543,23638199,"DENV2","Vero, A549, Huh7, Huh7.5 and MDM","Co-localization, Co-immunoprecipitation, FRET analysis","Viperin is induced following dengue virus type-2 (DENV-2) infection and has anti-viral actions requiring the C-terminal end of viperin."
"NS3","IKBKE",9641,24173023,"DENV2",293,"Co-immunoprecipitation, Co-localization by Immunofluorescence staining, Computational analysis","Dengue virus subverts the interferon induction pathway via NS2B/3 protease-I?B kinase epsilon interaction."
"NS3","CAV1",857,24643062,"DENV2","HMEC-1","Co-localization by immunofluorescence microscopy, Immunoprecipitation","Caveolin-1 in lipid rafts interacts with dengue virus NS3 during polyprotein processing and replication in HMEC-1 cells."
"NS3","FASN",2194,24696471,"DENV2","A549, 293, BHK-21","Co-localization by Immunofluorescence analysis, Immunoprecipitation, Western blot analysis","Rab18 facilitates dengue virus infection by targeting fatty acid synthase to sites of viral replication."
"NS3","RAB18",22931,24696471,"DENV2","A549, 293, BHK-21","Co-localization by Immunofluorescence analysis, Immunoprecipitation, Western blot analysis","Rab18 facilitates dengue virus infection by targeting fatty acid synthase to sites of viral replication."
